date,year,month,GDP,Temperature,Unemployment Rate,Normalised GDP,Normalised Temperature,Normalised Unemployment Rate,Unnamed: 8,Normalised GDP_lag_1,Normalised Temperature_lag_1,Normalised Unemployment Rate_lag_1,Normalised GDP_lag_2,Normalised Temperature_lag_2,Normalised Unemployment Rate_lag_2,Normalised GDP_lag_3,Normalised Temperature_lag_3,Normalised Unemployment Rate_lag_3,Normalised GDP_lag_4,Normalised Temperature_lag_4,Normalised Unemployment Rate_lag_4,Normalised GDP_lag_5,Normalised Temperature_lag_5,Normalised Unemployment Rate_lag_5,Normalised GDP_lag_6,Normalised Temperature_lag_6,Normalised Unemployment Rate_lag_6,Normalised GDP_lag_7,Normalised Temperature_lag_7,Normalised Unemployment Rate_lag_7,Normalised GDP_lag_8,Normalised Temperature_lag_8,Normalised Unemployment Rate_lag_8,Normalised GDP_lag_9,Normalised Temperature_lag_9,Normalised Unemployment Rate_lag_9,Normalised GDP_lag_10,Normalised Temperature_lag_10,Normalised Unemployment Rate_lag_10,Normalised GDP_lag_11,Normalised Temperature_lag_11,Normalised Unemployment Rate_lag_11,Normalised GDP_lag_12,Normalised Temperature_lag_12,Normalised Unemployment Rate_lag_12
01/04/2020,2020,4,484465,9.1,4.1,-1.353578253,-0.084697455,-0.608560413,,-0.491688848,-0.908985187,-0.608560413,1.596343428,-1.026740578,-0.744210894,1.803107995,-0.908985187,-0.744210894,1.856634897,-1.026740578,-0.879861375,1.850692832,-0.979638422,-1.015511856,1.816264277,-0.131799611,-1.015511856,1.798309254,0.857345668,-1.015511856,1.711803081,1.493224775,-1.015511856,1.676907535,1.634531244,-0.879861375,1.593799129,0.880896746,-1.015511856,1.589177522,0.127262248,-0.879861375,1.534024201,-0.249555002,-1.015511856
01/05/2020,2020,5,454332,11.3,4.1,-1.838814757,0.433426262,-0.608560413,,-1.353578253,-0.084697455,-0.608560413,-0.491688848,-0.908985187,-0.608560413,1.596343428,-1.026740578,-0.744210894,1.803107995,-0.908985187,-0.744210894,1.856634897,-1.026740578,-0.879861375,1.850692832,-0.979638422,-1.015511856,1.816264277,-0.131799611,-1.015511856,1.798309254,0.857345668,-1.015511856,1.711803081,1.493224775,-1.015511856,1.676907535,1.634531244,-0.879861375,1.593799129,0.880896746,-1.015511856,1.589177522,0.127262248,-0.879861375
01/06/2020,2020,6,444317,14,4.3,-2.000087899,1.06930537,-0.337259452,,-1.838814757,0.433426262,-0.608560413,-1.353578253,-0.084697455,-0.608560413,-0.491688848,-0.908985187,-0.608560413,1.596343428,-1.026740578,-0.744210894,1.803107995,-0.908985187,-0.744210894,1.856634897,-1.026740578,-0.879861375,1.850692832,-0.979638422,-1.015511856,1.816264277,-0.131799611,-1.015511856,1.798309254,0.857345668,-1.015511856,1.711803081,1.493224775,-1.015511856,1.676907535,1.634531244,-0.879861375,1.593799129,0.880896746,-1.015511856
01/07/2020,2020,7,448426,14.3,4.6,-1.933920017,1.139958604,0.06969199,,-2.000087899,1.06930537,-0.337259452,-1.838814757,0.433426262,-0.608560413,-1.353578253,-0.084697455,-0.608560413,-0.491688848,-0.908985187,-0.608560413,1.596343428,-1.026740578,-0.744210894,1.803107995,-0.908985187,-0.744210894,1.856634897,-1.026740578,-0.879861375,1.850692832,-0.979638422,-1.015511856,1.816264277,-0.131799611,-1.015511856,1.798309254,0.857345668,-1.015511856,1.711803081,1.493224775,-1.015511856,1.676907535,1.634531244,-0.879861375
01/08/2020,2020,8,454243,15.9,4.9,-1.840247938,1.516775853,0.476643432,,-1.933920017,1.139958604,0.06969199,-2.000087899,1.06930537,-0.337259452,-1.838814757,0.433426262,-0.608560413,-1.353578253,-0.084697455,-0.608560413,-0.491688848,-0.908985187,-0.608560413,1.596343428,-1.026740578,-0.744210894,1.803107995,-0.908985187,-0.744210894,1.856634897,-1.026740578,-0.879861375,1.850692832,-0.979638422,-1.015511856,1.816264277,-0.131799611,-1.015511856,1.798309254,0.857345668,-1.015511856,1.711803081,1.493224775,-1.015511856
01/09/2020,2020,9,460060,12.8,5.1,-1.74657586,0.786692433,0.747944394,,-1.840247938,1.516775853,0.476643432,-1.933920017,1.139958604,0.06969199,-2.000087899,1.06930537,-0.337259452,-1.838814757,0.433426262,-0.608560413,-1.353578253,-0.084697455,-0.608560413,-0.491688848,-0.908985187,-0.608560413,1.596343428,-1.026740578,-0.744210894,1.803107995,-0.908985187,-0.744210894,1.856634897,-1.026740578,-0.879861375,1.850692832,-0.979638422,-1.015511856,1.816264277,-0.131799611,-1.015511856,1.798309254,0.857345668,-1.015511856
01/10/2020,2020,10,465877,9,5.1,-1.652903781,-0.108248533,0.747944394,,-1.74657586,0.786692433,0.747944394,-1.840247938,1.516775853,0.476643432,-1.933920017,1.139958604,0.06969199,-2.000087899,1.06930537,-0.337259452,-1.838814757,0.433426262,-0.608560413,-1.353578253,-0.084697455,-0.608560413,-0.491688848,-0.908985187,-0.608560413,1.596343428,-1.026740578,-0.744210894,1.803107995,-0.908985187,-0.744210894,1.856634897,-1.026740578,-0.879861375,1.850692832,-0.979638422,-1.015511856,1.816264277,-0.131799611,-1.015511856
01/11/2020,2020,11,473664,7,5.2,-1.527508478,-0.579270094,0.883594874,,-1.652903781,-0.108248533,0.747944394,-1.74657586,0.786692433,0.747944394,-1.840247938,1.516775853,0.476643432,-1.933920017,1.139958604,0.06969199,-2.000087899,1.06930537,-0.337259452,-1.838814757,0.433426262,-0.608560413,-1.353578253,-0.084697455,-0.608560413,-0.491688848,-0.908985187,-0.608560413,1.596343428,-1.026740578,-0.744210894,1.803107995,-0.908985187,-0.744210894,1.856634897,-1.026740578,-0.879861375,1.850692832,-0.979638422,-1.015511856
01/12/2020,2020,12,481450,5.8,5.1,-1.402129279,-0.861883031,0.747944394,,-1.527508478,-0.579270094,0.883594874,-1.652903781,-0.108248533,0.747944394,-1.74657586,0.786692433,0.747944394,-1.840247938,1.516775853,0.476643432,-1.933920017,1.139958604,0.06969199,-2.000087899,1.06930537,-0.337259452,-1.838814757,0.433426262,-0.608560413,-1.353578253,-0.084697455,-0.608560413,-0.491688848,-0.908985187,-0.608560413,1.596343428,-1.026740578,-0.744210894,1.803107995,-0.908985187,-0.744210894,1.856634897,-1.026740578,-0.879861375
01/01/2021,2021,1,489238,2.2,5.1,-1.276717873,-1.709721842,0.747944394,,-1.402129279,-0.861883031,0.747944394,-1.527508478,-0.579270094,0.883594874,-1.652903781,-0.108248533,0.747944394,-1.74657586,0.786692433,0.747944394,-1.840247938,1.516775853,0.476643432,-1.933920017,1.139958604,0.06969199,-2.000087899,1.06930537,-0.337259452,-1.838814757,0.433426262,-0.608560413,-1.353578253,-0.084697455,-0.608560413,-0.491688848,-0.908985187,-0.608560413,1.596343428,-1.026740578,-0.744210894,1.803107995,-0.908985187,-0.744210894
01/02/2021,2021,2,495008,4.1,4.9,-1.183802642,-1.262251358,0.476643432,,-1.276717873,-1.709721842,0.747944394,-1.402129279,-0.861883031,0.747944394,-1.527508478,-0.579270094,0.883594874,-1.652903781,-0.108248533,0.747944394,-1.74657586,0.786692433,0.747944394,-1.840247938,1.516775853,0.476643432,-1.933920017,1.139958604,0.06969199,-2.000087899,1.06930537,-0.337259452,-1.838814757,0.433426262,-0.608560413,-1.353578253,-0.084697455,-0.608560413,-0.491688848,-0.908985187,-0.608560413,1.596343428,-1.026740578,-0.744210894
01/03/2021,2021,3,502215,6.4,4.9,-1.067747172,-0.720576563,0.476643432,,-1.183802642,-1.262251358,0.476643432,-1.276717873,-1.709721842,0.747944394,-1.402129279,-0.861883031,0.747944394,-1.527508478,-0.579270094,0.883594874,-1.652903781,-0.108248533,0.747944394,-1.74657586,0.786692433,0.747944394,-1.840247938,1.516775853,0.476643432,-1.933920017,1.139958604,0.06969199,-2.000087899,1.06930537,-0.337259452,-1.838814757,0.433426262,-0.608560413,-1.353578253,-0.084697455,-0.608560413,-0.491688848,-0.908985187,-0.608560413
01/04/2021,2021,4,509422,5.7,4.9,-0.951691702,-0.885434109,0.476643432,,-1.067747172,-0.720576563,0.476643432,-1.183802642,-1.262251358,0.476643432,-1.276717873,-1.709721842,0.747944394,-1.402129279,-0.861883031,0.747944394,-1.527508478,-0.579270094,0.883594874,-1.652903781,-0.108248533,0.747944394,-1.74657586,0.786692433,0.747944394,-1.840247938,1.516775853,0.476643432,-1.933920017,1.139958604,0.06969199,-2.000087899,1.06930537,-0.337259452,-1.838814757,0.433426262,-0.608560413,-1.353578253,-0.084697455,-0.608560413
01/05/2021,2021,5,525293,9.1,4.7,-0.696118458,-0.084697455,0.205342471,,-0.951691702,-0.885434109,0.476643432,-1.067747172,-0.720576563,0.476643432,-1.183802642,-1.262251358,0.476643432,-1.276717873,-1.709721842,0.747944394,-1.402129279,-0.861883031,0.747944394,-1.527508478,-0.579270094,0.883594874,-1.652903781,-0.108248533,0.747944394,-1.74657586,0.786692433,0.747944394,-1.840247938,1.516775853,0.476643432,-1.933920017,1.139958604,0.06969199,-2.000087899,1.06930537,-0.337259452,-1.838814757,0.433426262,-0.608560413
01/06/2021,2021,6,537105,14.2,4.6,-0.505907938,1.116407526,0.06969199,,-0.696118458,-0.084697455,0.205342471,-0.951691702,-0.885434109,0.476643432,-1.067747172,-0.720576563,0.476643432,-1.183802642,-1.262251358,0.476643432,-1.276717873,-1.709721842,0.747944394,-1.402129279,-0.861883031,0.747944394,-1.527508478,-0.579270094,0.883594874,-1.652903781,-0.108248533,0.747944394,-1.74657586,0.786692433,0.747944394,-1.840247938,1.516775853,0.476643432,-1.933920017,1.139958604,0.06969199,-2.000087899,1.06930537,-0.337259452
01/07/2021,2021,7,542796,16.6,4.4,-0.414264858,1.6816334,-0.201608971,,-0.505907938,1.116407526,0.06969199,-0.696118458,-0.084697455,0.205342471,-0.951691702,-0.885434109,0.476643432,-1.067747172,-0.720576563,0.476643432,-1.183802642,-1.262251358,0.476643432,-1.276717873,-1.709721842,0.747944394,-1.402129279,-0.861883031,0.747944394,-1.527508478,-0.579270094,0.883594874,-1.652903781,-0.108248533,0.747944394,-1.74657586,0.786692433,0.747944394,-1.840247938,1.516775853,0.476643432,-1.933920017,1.139958604,0.06969199
01/08/2021,2021,8,547526,15,4.3,-0.338096913,1.304816151,-0.337259452,,-0.414264858,1.6816334,-0.201608971,-0.505907938,1.116407526,0.06969199,-0.696118458,-0.084697455,0.205342471,-0.951691702,-0.885434109,0.476643432,-1.067747172,-0.720576563,0.476643432,-1.183802642,-1.262251358,0.476643432,-1.276717873,-1.709721842,0.747944394,-1.402129279,-0.861883031,0.747944394,-1.527508478,-0.579270094,0.883594874,-1.652903781,-0.108248533,0.747944394,-1.74657586,0.786692433,0.747944394,-1.840247938,1.516775853,0.476643432
01/09/2021,2021,9,553431,14.7,4.2,-0.243007757,1.234162917,-0.472909933,,-0.338096913,1.304816151,-0.337259452,-0.414264858,1.6816334,-0.201608971,-0.505907938,1.116407526,0.06969199,-0.696118458,-0.084697455,0.205342471,-0.951691702,-0.885434109,0.476643432,-1.067747172,-0.720576563,0.476643432,-1.183802642,-1.262251358,0.476643432,-1.276717873,-1.709721842,0.747944394,-1.402129279,-0.861883031,0.747944394,-1.527508478,-0.579270094,0.883594874,-1.652903781,-0.108248533,0.747944394,-1.74657586,0.786692433,0.747944394
01/10/2021,2021,10,558749,10.9,4.1,-0.157371155,0.33922195,-0.608560413,,-0.243007757,1.234162917,-0.472909933,-0.338096913,1.304816151,-0.337259452,-0.414264858,1.6816334,-0.201608971,-0.505907938,1.116407526,0.06969199,-0.696118458,-0.084697455,0.205342471,-0.951691702,-0.885434109,0.476643432,-1.067747172,-0.720576563,0.476643432,-1.183802642,-1.262251358,0.476643432,-1.276717873,-1.709721842,0.747944394,-1.402129279,-0.861883031,0.747944394,-1.527508478,-0.579270094,0.883594874,-1.652903781,-0.108248533,0.747944394
01/11/2021,2021,11,563661,7,4,-0.078272435,-0.579270094,-0.744210894,,-0.157371155,0.33922195,-0.608560413,-0.243007757,1.234162917,-0.472909933,-0.338096913,1.304816151,-0.337259452,-0.414264858,1.6816334,-0.201608971,-0.505907938,1.116407526,0.06969199,-0.696118458,-0.084697455,0.205342471,-0.951691702,-0.885434109,0.476643432,-1.067747172,-0.720576563,0.476643432,-1.183802642,-1.262251358,0.476643432,-1.276717873,-1.709721842,0.747944394,-1.402129279,-0.861883031,0.747944394,-1.527508478,-0.579270094,0.883594874
01/12/2021,2021,12,568573,5.3,4,0.000826284,-0.979638422,-0.744210894,,-0.078272435,-0.579270094,-0.744210894,-0.157371155,0.33922195,-0.608560413,-0.243007757,1.234162917,-0.472909933,-0.338096913,1.304816151,-0.337259452,-0.414264858,1.6816334,-0.201608971,-0.505907938,1.116407526,0.06969199,-0.696118458,-0.084697455,0.205342471,-0.951691702,-0.885434109,0.476643432,-1.067747172,-0.720576563,0.476643432,-1.183802642,-1.262251358,0.476643432,-1.276717873,-1.709721842,0.747944394,-1.402129279,-0.861883031,0.747944394
01/01/2022,2022,1,573485,4.7,3.8,0.079925003,-1.12094489,-1.015511856,,0.000826284,-0.979638422,-0.744210894,-0.078272435,-0.579270094,-0.744210894,-0.157371155,0.33922195,-0.608560413,-0.243007757,1.234162917,-0.472909933,-0.338096913,1.304816151,-0.337259452,-0.414264858,1.6816334,-0.201608971,-0.505907938,1.116407526,0.06969199,-0.696118458,-0.084697455,0.205342471,-0.951691702,-0.885434109,0.476643432,-1.067747172,-0.720576563,0.476643432,-1.183802642,-1.262251358,0.476643432,-1.276717873,-1.709721842,0.747944394
01/02/2022,2022,2,575935,5.6,3.7,0.119377744,-0.908985187,-1.151162336,,0.079925003,-1.12094489,-1.015511856,0.000826284,-0.979638422,-0.744210894,-0.078272435,-0.579270094,-0.744210894,-0.157371155,0.33922195,-0.608560413,-0.243007757,1.234162917,-0.472909933,-0.338096913,1.304816151,-0.337259452,-0.414264858,1.6816334,-0.201608971,-0.505907938,1.116407526,0.06969199,-0.696118458,-0.084697455,0.205342471,-0.951691702,-0.885434109,0.476643432,-1.067747172,-0.720576563,0.476643432,-1.183802642,-1.262251358,0.476643432
01/03/2022,2022,3,578385,6.7,3.8,0.158830485,-0.649923329,-1.015511856,,0.119377744,-0.908985187,-1.151162336,0.079925003,-1.12094489,-1.015511856,0.000826284,-0.979638422,-0.744210894,-0.078272435,-0.579270094,-0.744210894,-0.157371155,0.33922195,-0.608560413,-0.243007757,1.234162917,-0.472909933,-0.338096913,1.304816151,-0.337259452,-0.414264858,1.6816334,-0.201608971,-0.505907938,1.116407526,0.06969199,-0.696118458,-0.084697455,0.205342471,-0.951691702,-0.885434109,0.476643432,-1.067747172,-0.720576563,0.476643432
01/04/2022,2022,4,580835,8.1,3.8,0.198283226,-0.320208236,-1.015511856,,0.158830485,-0.649923329,-1.015511856,0.119377744,-0.908985187,-1.151162336,0.079925003,-1.12094489,-1.015511856,0.000826284,-0.979638422,-0.744210894,-0.078272435,-0.579270094,-0.744210894,-0.157371155,0.33922195,-0.608560413,-0.243007757,1.234162917,-0.472909933,-0.338096913,1.304816151,-0.337259452,-0.414264858,1.6816334,-0.201608971,-0.505907938,1.116407526,0.06969199,-0.696118458,-0.084697455,0.205342471,-0.951691702,-0.885434109,0.476643432
01/05/2022,2022,5,586091,11.8,3.8,0.282921432,0.551181653,-1.015511856,,0.198283226,-0.320208236,-1.015511856,0.158830485,-0.649923329,-1.015511856,0.119377744,-0.908985187,-1.151162336,0.079925003,-1.12094489,-1.015511856,0.000826284,-0.979638422,-0.744210894,-0.078272435,-0.579270094,-0.744210894,-0.157371155,0.33922195,-0.608560413,-0.243007757,1.234162917,-0.472909933,-0.338096913,1.304816151,-0.337259452,-0.414264858,1.6816334,-0.201608971,-0.505907938,1.116407526,0.06969199,-0.696118458,-0.084697455,0.205342471
01/06/2022,2022,6,589453,13.9,3.6,0.337060254,1.045754292,-1.286812817,,0.282921432,0.551181653,-1.015511856,0.198283226,-0.320208236,-1.015511856,0.158830485,-0.649923329,-1.015511856,0.119377744,-0.908985187,-1.151162336,0.079925003,-1.12094489,-1.015511856,0.000826284,-0.979638422,-0.744210894,-0.078272435,-0.579270094,-0.744210894,-0.157371155,0.33922195,-0.608560413,-0.243007757,1.234162917,-0.472909933,-0.338096913,1.304816151,-0.337259452,-0.414264858,1.6816334,-0.201608971,-0.505907938,1.116407526,0.06969199
01/07/2022,2022,7,591129,16.5,3.5,0.364049149,1.658082322,-1.422463298,,0.337060254,1.045754292,-1.286812817,0.282921432,0.551181653,-1.015511856,0.198283226,-0.320208236,-1.015511856,0.158830485,-0.649923329,-1.015511856,0.119377744,-0.908985187,-1.151162336,0.079925003,-1.12094489,-1.015511856,0.000826284,-0.979638422,-0.744210894,-0.078272435,-0.579270094,-0.744210894,-0.157371155,0.33922195,-0.608560413,-0.243007757,1.234162917,-0.472909933,-0.338096913,1.304816151,-0.337259452,-0.414264858,1.6816334,-0.201608971
01/08/2022,2022,8,592804,16.6,3.6,0.391021941,1.6816334,-1.286812817,,0.364049149,1.658082322,-1.422463298,0.337060254,1.045754292,-1.286812817,0.282921432,0.551181653,-1.015511856,0.198283226,-0.320208236,-1.015511856,0.158830485,-0.649923329,-1.015511856,0.119377744,-0.908985187,-1.151162336,0.079925003,-1.12094489,-1.015511856,0.000826284,-0.979638422,-0.744210894,-0.078272435,-0.579270094,-0.744210894,-0.157371155,0.33922195,-0.608560413,-0.243007757,1.234162917,-0.472909933,-0.338096913,1.304816151,-0.337259452
01/09/2022,2022,9,594479,13.4,3.7,0.417994733,0.927998902,-1.151162336,,0.391021941,1.6816334,-1.286812817,0.364049149,1.658082322,-1.422463298,0.337060254,1.045754292,-1.286812817,0.282921432,0.551181653,-1.015511856,0.198283226,-0.320208236,-1.015511856,0.158830485,-0.649923329,-1.015511856,0.119377744,-0.908985187,-1.151162336,0.079925003,-1.12094489,-1.015511856,0.000826284,-0.979638422,-0.744210894,-0.078272435,-0.579270094,-0.744210894,-0.157371155,0.33922195,-0.608560413,-0.243007757,1.234162917,-0.472909933
01/10/2022,2022,10,597067,11.6,3.7,0.45966971,0.504079497,-1.151162336,,0.417994733,0.927998902,-1.151162336,0.391021941,1.6816334,-1.286812817,0.364049149,1.658082322,-1.422463298,0.337060254,1.045754292,-1.286812817,0.282921432,0.551181653,-1.015511856,0.198283226,-0.320208236,-1.015511856,0.158830485,-0.649923329,-1.015511856,0.119377744,-0.908985187,-1.151162336,0.079925003,-1.12094489,-1.015511856,0.000826284,-0.979638422,-0.744210894,-0.078272435,-0.579270094,-0.744210894,-0.157371155,0.33922195,-0.608560413
01/11/2022,2022,11,598807,8.2,3.7,0.487689208,-0.296657158,-1.151162336,,0.45966971,0.504079497,-1.151162336,0.417994733,0.927998902,-1.151162336,0.391021941,1.6816334,-1.286812817,0.364049149,1.658082322,-1.422463298,0.337060254,1.045754292,-1.286812817,0.282921432,0.551181653,-1.015511856,0.198283226,-0.320208236,-1.015511856,0.158830485,-0.649923329,-1.015511856,0.119377744,-0.908985187,-1.151162336,0.079925003,-1.12094489,-1.015511856,0.000826284,-0.979638422,-0.744210894,-0.078272435,-0.579270094,-0.744210894
01/12/2022,2022,12,600548,2.9,3.7,0.515724808,-1.544864295,-1.151162336,,0.487689208,-0.296657158,-1.151162336,0.45966971,0.504079497,-1.151162336,0.417994733,0.927998902,-1.151162336,0.391021941,1.6816334,-1.286812817,0.364049149,1.658082322,-1.422463298,0.337060254,1.045754292,-1.286812817,0.282921432,0.551181653,-1.015511856,0.198283226,-0.320208236,-1.015511856,0.158830485,-0.649923329,-1.015511856,0.119377744,-0.908985187,-1.151162336,0.079925003,-1.12094489,-1.015511856,0.000826284,-0.979638422,-0.744210894
01/01/2023,2023,1,602288,4.4,3.8,0.543744306,-1.191598124,-1.015511856,,0.515724808,-1.544864295,-1.151162336,0.487689208,-0.296657158,-1.151162336,0.45966971,0.504079497,-1.151162336,0.417994733,0.927998902,-1.151162336,0.391021941,1.6816334,-1.286812817,0.364049149,1.658082322,-1.422463298,0.337060254,1.045754292,-1.286812817,0.282921432,0.551181653,-1.015511856,0.198283226,-0.320208236,-1.015511856,0.158830485,-0.649923329,-1.015511856,0.119377744,-0.908985187,-1.151162336,0.079925003,-1.12094489,-1.015511856
01/02/2023,2023,2,603273,5.8,3.8,0.559605918,-0.861883031,-1.015511856,,0.543744306,-1.191598124,-1.015511856,0.515724808,-1.544864295,-1.151162336,0.487689208,-0.296657158,-1.151162336,0.45966971,0.504079497,-1.151162336,0.417994733,0.927998902,-1.151162336,0.391021941,1.6816334,-1.286812817,0.364049149,1.658082322,-1.422463298,0.337060254,1.045754292,-1.286812817,0.282921432,0.551181653,-1.015511856,0.198283226,-0.320208236,-1.015511856,0.158830485,-0.649923329,-1.015511856,0.119377744,-0.908985187,-1.151162336
01/03/2023,2023,3,604259,5.7,3.7,0.575483633,-0.885434109,-1.151162336,,0.559605918,-0.861883031,-1.015511856,0.543744306,-1.191598124,-1.015511856,0.515724808,-1.544864295,-1.151162336,0.487689208,-0.296657158,-1.151162336,0.45966971,0.504079497,-1.151162336,0.417994733,0.927998902,-1.151162336,0.391021941,1.6816334,-1.286812817,0.364049149,1.658082322,-1.422463298,0.337060254,1.045754292,-1.286812817,0.282921432,0.551181653,-1.015511856,0.198283226,-0.320208236,-1.015511856,0.158830485,-0.649923329,-1.015511856