,index,month,year,compound,compound_lag_1,compound_lag_2,compound_lag_3,compound_lag_4,compound_lag_5,compound_lag_6,compound_lag_7,compound_lag_8,compound_lag_9,compound_lag_10,compound_lag_11,compound_lag_12
71,2018-12,12,2018,-0.07685860927152317,-0.01937750716332378,-0.003661267605633801,-0.034234700574241175,-0.05606443438914028,-0.05125246753246753,0.020844487881157153,-0.028515237302248125,-0.029936303080766027,-0.060837829691032415,-0.010500000000000004,-0.04811314655172414,-0.012077182770663563
72,2019-01,1,2019,-0.04998962628865979,-0.07685860927152317,-0.01937750716332378,-0.003661267605633801,-0.034234700574241175,-0.05606443438914028,-0.05125246753246753,0.020844487881157153,-0.028515237302248125,-0.029936303080766027,-0.060837829691032415,-0.010500000000000004,-0.04811314655172414
73,2019-02,2,2019,-0.029917783676177832,-0.04998962628865979,-0.07685860927152317,-0.01937750716332378,-0.003661267605633801,-0.034234700574241175,-0.05606443438914028,-0.05125246753246753,0.020844487881157153,-0.028515237302248125,-0.029936303080766027,-0.060837829691032415,-0.010500000000000004
74,2019-03,3,2019,-0.056549012074643246,-0.029917783676177832,-0.04998962628865979,-0.07685860927152317,-0.01937750716332378,-0.003661267605633801,-0.034234700574241175,-0.05606443438914028,-0.05125246753246753,0.020844487881157153,-0.028515237302248125,-0.029936303080766027,-0.060837829691032415
75,2019-04,4,2019,0.054644619105199514,-0.056549012074643246,-0.029917783676177832,-0.04998962628865979,-0.07685860927152317,-0.01937750716332378,-0.003661267605633801,-0.034234700574241175,-0.05606443438914028,-0.05125246753246753,0.020844487881157153,-0.028515237302248125,-0.029936303080766027
76,2019-05,5,2019,0.07493458771444382,0.054644619105199514,-0.056549012074643246,-0.029917783676177832,-0.04998962628865979,-0.07685860927152317,-0.01937750716332378,-0.003661267605633801,-0.034234700574241175,-0.05606443438914028,-0.05125246753246753,0.020844487881157153,-0.028515237302248125
77,2019-06,6,2019,0.0411959390862944,0.07493458771444382,0.054644619105199514,-0.056549012074643246,-0.029917783676177832,-0.04998962628865979,-0.07685860927152317,-0.01937750716332378,-0.003661267605633801,-0.034234700574241175,-0.05606443438914028,-0.05125246753246753,0.020844487881157153
78,2019-07,7,2019,-0.002734905082669933,0.0411959390862944,0.07493458771444382,0.054644619105199514,-0.056549012074643246,-0.029917783676177832,-0.04998962628865979,-0.07685860927152317,-0.01937750716332378,-0.003661267605633801,-0.034234700574241175,-0.05606443438914028,-0.05125246753246753
79,2019-08,8,2019,-0.04876423499031633,-0.002734905082669933,0.0411959390862944,0.07493458771444382,0.054644619105199514,-0.056549012074643246,-0.029917783676177832,-0.04998962628865979,-0.07685860927152317,-0.01937750716332378,-0.003661267605633801,-0.034234700574241175,-0.05606443438914028
80,2019-09,9,2019,-0.013829384164222875,-0.04876423499031633,-0.002734905082669933,0.0411959390862944,0.07493458771444382,0.054644619105199514,-0.056549012074643246,-0.029917783676177832,-0.04998962628865979,-0.07685860927152317,-0.01937750716332378,-0.003661267605633801,-0.034234700574241175
81,2019-10,10,2019,0.015560190369540873,-0.013829384164222875,-0.04876423499031633,-0.002734905082669933,0.0411959390862944,0.07493458771444382,0.054644619105199514,-0.056549012074643246,-0.029917783676177832,-0.04998962628865979,-0.07685860927152317,-0.01937750716332378,-0.003661267605633801
82,2019-11,11,2019,0.04664228571428572,0.015560190369540873,-0.013829384164222875,-0.04876423499031633,-0.002734905082669933,0.0411959390862944,0.07493458771444382,0.054644619105199514,-0.056549012074643246,-0.029917783676177832,-0.04998962628865979,-0.07685860927152317,-0.01937750716332378
83,2019-12,12,2019,0.029206051527860995,0.04664228571428572,0.015560190369540873,-0.013829384164222875,-0.04876423499031633,-0.002734905082669933,0.0411959390862944,0.07493458771444382,0.054644619105199514,-0.056549012074643246,-0.029917783676177832,-0.04998962628865979,-0.07685860927152317
84,2020-01,1,2020,0.045363130733944955,0.029206051527860995,0.04664228571428572,0.015560190369540873,-0.013829384164222875,-0.04876423499031633,-0.002734905082669933,0.0411959390862944,0.07493458771444382,0.054644619105199514,-0.056549012074643246,-0.029917783676177832,-0.04998962628865979
85,2020-02,2,2020,0.004666277712952161,0.045363130733944955,0.029206051527860995,0.04664228571428572,0.015560190369540873,-0.013829384164222875,-0.04876423499031633,-0.002734905082669933,0.0411959390862944,0.07493458771444382,0.054644619105199514,-0.056549012074643246,-0.029917783676177832
86,2020-03,3,2020,-0.04630608743774211,0.004666277712952161,0.045363130733944955,0.029206051527860995,0.04664228571428572,0.015560190369540873,-0.013829384164222875,-0.04876423499031633,-0.002734905082669933,0.0411959390862944,0.07493458771444382,0.054644619105199514,-0.056549012074643246
87,2020-04,4,2020,-0.10923166001140902,-0.04630608743774211,0.004666277712952161,0.045363130733944955,0.029206051527860995,0.04664228571428572,0.015560190369540873,-0.013829384164222875,-0.04876423499031633,-0.002734905082669933,0.0411959390862944,0.07493458771444382,0.054644619105199514
88,2020-05,5,2020,-0.057334547402249594,-0.10923166001140902,-0.04630608743774211,0.004666277712952161,0.045363130733944955,0.029206051527860995,0.04664228571428572,0.015560190369540873,-0.013829384164222875,-0.04876423499031633,-0.002734905082669933,0.0411959390862944,0.07493458771444382
89,2020-06,6,2020,-0.09132462857142858,-0.057334547402249594,-0.10923166001140902,-0.04630608743774211,0.004666277712952161,0.045363130733944955,0.029206051527860995,0.04664228571428572,0.015560190369540873,-0.013829384164222875,-0.04876423499031633,-0.002734905082669933,0.0411959390862944
90,2020-07,7,2020,0.030003689839572193,-0.09132462857142858,-0.057334547402249594,-0.10923166001140902,-0.04630608743774211,0.004666277712952161,0.045363130733944955,0.029206051527860995,0.04664228571428572,0.015560190369540873,-0.013829384164222875,-0.04876423499031633,-0.002734905082669933
91,2020-08,8,2020,-0.10578165137614677,0.030003689839572193,-0.09132462857142858,-0.057334547402249594,-0.10923166001140902,-0.04630608743774211,0.004666277712952161,0.045363130733944955,0.029206051527860995,0.04664228571428572,0.015560190369540873,-0.013829384164222875,-0.04876423499031633
92,2020-09,9,2020,0.009532700892857146,-0.10578165137614677,0.030003689839572193,-0.09132462857142858,-0.057334547402249594,-0.10923166001140902,-0.04630608743774211,0.004666277712952161,0.045363130733944955,0.029206051527860995,0.04664228571428572,0.015560190369540873,-0.013829384164222875
93,2020-10,10,2020,-0.033713657142857144,0.009532700892857146,-0.10578165137614677,0.030003689839572193,-0.09132462857142858,-0.057334547402249594,-0.10923166001140902,-0.04630608743774211,0.004666277712952161,0.045363130733944955,0.029206051527860995,0.04664228571428572,0.015560190369540873
94,2020-11,11,2020,-0.005079777158774374,-0.033713657142857144,0.009532700892857146,-0.10578165137614677,0.030003689839572193,-0.09132462857142858,-0.057334547402249594,-0.10923166001140902,-0.04630608743774211,0.004666277712952161,0.045363130733944955,0.029206051527860995,0.04664228571428572
95,2020-12,12,2020,-0.01411806629834254,-0.005079777158774374,-0.033713657142857144,0.009532700892857146,-0.10578165137614677,0.030003689839572193,-0.09132462857142858,-0.057334547402249594,-0.10923166001140902,-0.04630608743774211,0.004666277712952161,0.045363130733944955,0.029206051527860995
96,2021-01,1,2021,-0.10999885714285713,-0.01411806629834254,-0.005079777158774374,-0.033713657142857144,0.009532700892857146,-0.10578165137614677,0.030003689839572193,-0.09132462857142858,-0.057334547402249594,-0.10923166001140902,-0.04630608743774211,0.004666277712952161,0.045363130733944955
97,2021-02,2,2021,-0.04056437462951986,-0.10999885714285713,-0.01411806629834254,-0.005079777158774374,-0.033713657142857144,0.009532700892857146,-0.10578165137614677,0.030003689839572193,-0.09132462857142858,-0.057334547402249594,-0.10923166001140902,-0.04630608743774211,0.004666277712952161
98,2021-03,3,2021,-0.06788593659942363,-0.04056437462951986,-0.10999885714285713,-0.01411806629834254,-0.005079777158774374,-0.033713657142857144,0.009532700892857146,-0.10578165137614677,0.030003689839572193,-0.09132462857142858,-0.057334547402249594,-0.10923166001140902,-0.04630608743774211
99,2021-04,4,2021,-0.05388054763262978,-0.06788593659942363,-0.04056437462951986,-0.10999885714285713,-0.01411806629834254,-0.005079777158774374,-0.033713657142857144,0.009532700892857146,-0.10578165137614677,0.030003689839572193,-0.09132462857142858,-0.057334547402249594,-0.10923166001140902
100,2021-05,5,2021,-0.05800478237506717,-0.05388054763262978,-0.06788593659942363,-0.04056437462951986,-0.10999885714285713,-0.01411806629834254,-0.005079777158774374,-0.033713657142857144,0.009532700892857146,-0.10578165137614677,0.030003689839572193,-0.09132462857142858,-0.057334547402249594
101,2021-06,6,2021,-0.06814221711659967,-0.05800478237506717,-0.05388054763262978,-0.06788593659942363,-0.04056437462951986,-0.10999885714285713,-0.01411806629834254,-0.005079777158774374,-0.033713657142857144,0.009532700892857146,-0.10578165137614677,0.030003689839572193,-0.09132462857142858
102,2021-07,7,2021,-0.09176979110873058,-0.06814221711659967,-0.05800478237506717,-0.05388054763262978,-0.06788593659942363,-0.04056437462951986,-0.10999885714285713,-0.01411806629834254,-0.005079777158774374,-0.033713657142857144,0.009532700892857146,-0.10578165137614677,0.030003689839572193
103,2021-08,8,2021,-0.017789627959413752,-0.09176979110873058,-0.06814221711659967,-0.05800478237506717,-0.05388054763262978,-0.06788593659942363,-0.04056437462951986,-0.10999885714285713,-0.01411806629834254,-0.005079777158774374,-0.033713657142857144,0.009532700892857146,-0.10578165137614677
104,2021-09,9,2021,-0.03627036820572764,-0.017789627959413752,-0.09176979110873058,-0.06814221711659967,-0.05800478237506717,-0.05388054763262978,-0.06788593659942363,-0.04056437462951986,-0.10999885714285713,-0.01411806629834254,-0.005079777158774374,-0.033713657142857144,0.009532700892857146
105,2021-10,10,2021,-0.07189855153203342,-0.03627036820572764,-0.017789627959413752,-0.09176979110873058,-0.06814221711659967,-0.05800478237506717,-0.05388054763262978,-0.06788593659942363,-0.04056437462951986,-0.10999885714285713,-0.01411806629834254,-0.005079777158774374,-0.033713657142857144
106,2021-11,11,2021,-0.02050114285714286,-0.07189855153203342,-0.03627036820572764,-0.017789627959413752,-0.09176979110873058,-0.06814221711659967,-0.05800478237506717,-0.05388054763262978,-0.06788593659942363,-0.04056437462951986,-0.10999885714285713,-0.01411806629834254,-0.005079777158774374
107,2021-12,12,2021,-0.03453776451437873,-0.02050114285714286,-0.07189855153203342,-0.03627036820572764,-0.017789627959413752,-0.09176979110873058,-0.06814221711659967,-0.05800478237506717,-0.05388054763262978,-0.06788593659942363,-0.04056437462951986,-0.10999885714285713,-0.01411806629834254
108,2022-01,1,2022,-0.021548974082073437,-0.03453776451437873,-0.02050114285714286,-0.07189855153203342,-0.03627036820572764,-0.017789627959413752,-0.09176979110873058,-0.06814221711659967,-0.05800478237506717,-0.05388054763262978,-0.06788593659942363,-0.04056437462951986,-0.10999885714285713
109,2022-02,2,2022,-0.051409526736324526,-0.021548974082073437,-0.03453776451437873,-0.02050114285714286,-0.07189855153203342,-0.03627036820572764,-0.017789627959413752,-0.09176979110873058,-0.06814221711659967,-0.05800478237506717,-0.05388054763262978,-0.06788593659942363,-0.04056437462951986
110,2022-03,3,2022,0.050651657142857145,-0.051409526736324526,-0.021548974082073437,-0.03453776451437873,-0.02050114285714286,-0.07189855153203342,-0.03627036820572764,-0.017789627959413752,-0.09176979110873058,-0.06814221711659967,-0.05800478237506717,-0.05388054763262978,-0.06788593659942363
111,2022-04,4,2022,-0.05241677534084173,0.050651657142857145,-0.051409526736324526,-0.021548974082073437,-0.03453776451437873,-0.02050114285714286,-0.07189855153203342,-0.03627036820572764,-0.017789627959413752,-0.09176979110873058,-0.06814221711659967,-0.05800478237506717,-0.05388054763262978
112,2022-05,5,2022,0.004272103004291846,-0.05241677534084173,0.050651657142857145,-0.051409526736324526,-0.021548974082073437,-0.03453776451437873,-0.02050114285714286,-0.07189855153203342,-0.03627036820572764,-0.017789627959413752,-0.09176979110873058,-0.06814221711659967,-0.05800478237506717
113,2022-06,6,2022,-0.05233957126303593,0.004272103004291846,-0.05241677534084173,0.050651657142857145,-0.051409526736324526,-0.021548974082073437,-0.03453776451437873,-0.02050114285714286,-0.07189855153203342,-0.03627036820572764,-0.017789627959413752,-0.09176979110873058,-0.06814221711659967
114,2022-07,7,2022,0.03777274256870443,-0.05233957126303593,0.004272103004291846,-0.05241677534084173,0.050651657142857145,-0.051409526736324526,-0.021548974082073437,-0.03453776451437873,-0.02050114285714286,-0.07189855153203342,-0.03627036820572764,-0.017789627959413752,-0.09176979110873058
115,2022-08,8,2022,-0.012927869727709557,0.03777274256870443,-0.05233957126303593,0.004272103004291846,-0.05241677534084173,0.050651657142857145,-0.051409526736324526,-0.021548974082073437,-0.03453776451437873,-0.02050114285714286,-0.07189855153203342,-0.03627036820572764,-0.017789627959413752
116,2022-09,9,2022,-0.04890335382895472,-0.012927869727709557,0.03777274256870443,-0.05233957126303593,0.004272103004291846,-0.05241677534084173,0.050651657142857145,-0.051409526736324526,-0.021548974082073437,-0.03453776451437873,-0.02050114285714286,-0.07189855153203342,-0.03627036820572764
117,2022-10,10,2022,0.04740198895027624,-0.04890335382895472,-0.012927869727709557,0.03777274256870443,-0.05233957126303593,0.004272103004291846,-0.05241677534084173,0.050651657142857145,-0.051409526736324526,-0.021548974082073437,-0.03453776451437873,-0.02050114285714286,-0.07189855153203342
118,2022-11,11,2022,-0.06889047326367548,0.04740198895027624,-0.04890335382895472,-0.012927869727709557,0.03777274256870443,-0.05233957126303593,0.004272103004291846,-0.05241677534084173,0.050651657142857145,-0.051409526736324526,-0.021548974082073437,-0.03453776451437873,-0.02050114285714286
119,2022-12,12,2022,-0.06189796255506608,-0.06889047326367548,0.04740198895027624,-0.04890335382895472,-0.012927869727709557,0.03777274256870443,-0.05233957126303593,0.004272103004291846,-0.05241677534084173,0.050651657142857145,-0.051409526736324526,-0.021548974082073437,-0.03453776451437873
120,2023-01,1,2023,-0.044895240825688076,-0.06189796255506608,-0.06889047326367548,0.04740198895027624,-0.04890335382895472,-0.012927869727709557,0.03777274256870443,-0.05233957126303593,0.004272103004291846,-0.05241677534084173,0.050651657142857145,-0.051409526736324526,-0.021548974082073437
121,2023-02,2,2023,-0.009990361445783132,-0.044895240825688076,-0.06189796255506608,-0.06889047326367548,0.04740198895027624,-0.04890335382895472,-0.012927869727709557,0.03777274256870443,-0.05233957126303593,0.004272103004291846,-0.05241677534084173,0.050651657142857145,-0.051409526736324526
122,2023-03,3,2023,-0.12524669532509405,-0.009990361445783132,-0.044895240825688076,-0.06189796255506608,-0.06889047326367548,0.04740198895027624,-0.04890335382895472,-0.012927869727709557,0.03777274256870443,-0.05233957126303593,0.004272103004291846,-0.05241677534084173,0.050651657142857145
